title,price,isbn,publication_year,language,cover_type,pages_number,book_id,author_id,publisher_id,genre,rating
Нью-Йорк. Арт-навигатор,5500.0,9785905891021,2014.0,Russian,Flexible,240.0,11289,2973,30,Romance,4.3
Наша Музыка: полная история русского рока,10800.0,9785521002894,2019.0,Russian,Hard,512.0,11290,2974,80,Thriller,1.4
Модель. Том 1,7000.0,9785752525049,2016.0,Russian,Soft,208.0,11291,2487,235,Thriller,2.0
Научитесь играть на фортепиано за 10 уроков,5300.0,9789851532571,2019.0,Russian,Soft,120.0,11292,2975,71,Romance,4.4
Лечебное дыхание по методу Брэгга,3100.0,9789851524828,2019.0,Russian,Soft,336.0,11293,1321,71,Romance,1.2
Красная комната,7900.0,9785521006267,2019.0,Russian,Soft,448.0,11294,2976,80,Non-Fiction,0.5
Конец игры. Биография Роберта Фишера,17600.0,9785906254252,2015.0,Russian,Hard,460.0,11295,2977,287,Biography,2.8
История службы гос без. От Александра I до Сталина,7100.0,9785521009701,2018.0,Russian,Hard,366.0,11296,2978,80,Self-Help,3.4
История службы гос безоп. От Хрущева до Путина,7300.0,9785521009718,2018.0,Russian,Hard,384.0,11297,2978,80,Mystery,1.6
История нового имени,6400.0,9785906837417,2017.0,Russian,Soft,512.0,11298,178,30,Fantasy,3.5
Змей в Эссексе,7200.0,9785864717776,2018.0,Russian,Hard,400.0,11299,1979,75,Fantasy,2.7
Записки у изголовья,6700.0,9785386120306,2017.0,Russian,Soft,350.0,11300,2979,80,Science Fiction,0.1
Здоровая нервная система,3500.0,9789851526167,2015.0,Russian,Soft,368.0,11301,1321,71,Romance,4.9
Дон Кихот,7200.0,9785913393906,2016.0,Russian,Hard,136.0,11302,2980,164,Self-Help,4.4
Дневники,13300.0,9785521002696,2016.0,Russian,Hard,638.0,11303,429,80,Thriller,2.4
Дилетантское прощание,7200.0,9785864717868,2018.0,Russian,Hard,256.0,11304,2981,75,History,0.6
Дневная книга: романы,6900.0,9785521008452,2017.0,Russian,Hard,351.0,11305,2461,80,Non-Fiction,3.2
Дизайн Книга для недизайнеров,12600.0,9785496018043,2019.0,Russian,Soft,240.0,11306,2982,33,Science Fiction,4.9
"Голос бамбука: повести, рассказы",10000.0,9785521009732,2018.0,Russian,Hard,608.0,11307,1232,80,Non-Fiction,3.6
Гейша,7800.0,9785521009060,2018.0,Russian,Hard,383.0,11308,2983,80,Romance,1.4
Все оттенки голубого: роман,5400.0,9785521009114,2018.0,Russian,Hard,172.0,11309,2984,80,Mystery,0.8
Второй шанс,6100.0,9789851528888,2019.0,Russian,Hard,400.0,11310,30,71,Thriller,2.7
Введение в Google Analytics,8000.0,9785496029292,2018.0,Russian,Soft,224.0,11311,2985,33,Fiction,0.7
Ваше тело просит воды,2700.0,9789851536258,2020.0,Russian,Soft,208.0,11312,2986,71,Science Fiction,0.5
Бессмертники,7400.0,9785864717820,2018.0,Russian,Hard,416.0,11313,2987,75,Fiction,4.8
Бес,8600.0,9785981442308,2017.0,Russian,Soft,388.0,11314,2215,288,Science Fiction,3.2
Арабский кошмар: роман,5200.0,9785521009305,2018.0,Russian,Hard,355.0,11315,2988,80,Science Fiction,1.4
Sapiens. Краткая история человечества,8600.0,9785905891649,2021.0,Russian,Hard,520.0,11316,174,30,Non-Fiction,0.7
React и Redux. Функциональная веб-разработка,16400.0,9785446106684,2018.0,Russian,Soft,336.0,11317,2989,33,Fantasy,3.8
Leaves of Grass,10200.0,9785521005420,2017.0,English,Soft,676.0,11318,1257,80,Science Fiction,2.9
Hello World Занимательное программирование,12600.0,9785496012737,2017.0,Russian,Soft,400.0,11319,2990,33,Mystery,0.7
Android. Программирование для профессионалов,19800.0,9785446104130,2017.0,Russian,Soft,688.0,11320,2991,33,Science Fiction,1.0
8 финансовых заблуждений. Управление деньгами,2800.0,9789851535800,2019.0,Russian,Soft,80.0,11321,30,71,Science Fiction,2.2
Религиоведение: Словарь,5200.0,9785829108533,2007.0,Russian,Hard,637.0,11322,2992,258,Fantasy,4.6
Современный философский словарь,16000.0,9785886872255,2015.0,Russian,Hard,823.0,11323,2993,258,Fiction,0.1
Языкознание: От Аристотеля до компьютерной лингвистики,5200.0,9785916718041,2018.0,Russian,Hard,253.0,11324,2994,28,Mystery,3.0
Этика пыли,3500.0,9785911032883,2016.0,Russian,Soft,176.0,11325,2854,115,Science Fiction,4.7
"Я - О'кей, Ты - О'кей",8700.0,9785829121914,2019.0,Russian,Hard,255.0,11326,1788,258,Fantasy,2.3
Эстетика Возрождения,11300.0,9785902767886,2017.0,Russian,Hard,646.0,11327,2995,258,Fiction,2.0
Эсав,4600.0,9785751611071,2012.0,Russian,Hard,624.0,11328,2740,256,Fiction,0.9
Эпоха просвещения. От Ньютона до Бетховена,3600.0,9785367031713,2014.0,Russian,Hard,47.0,11329,2996,268,Self-Help,1.9
Шкура,5700.0,9785911032180,2015.0,Russian,Soft,304.0,11330,2997,115,Romance,2.1
Шары,4300.0,9785911033248,2017.0,Russian,Hard,20.0,11331,1650,115,Non-Fiction,0.5
Школа литературного и сценарного мастерства. От замысла до результата,6900.0,9785916718300,2018.0,Russian,Hard,424.0,11332,2998,28,Fiction,1.5
Чтобы ты не потерялся на улице,4600.0,9785751614706,2018.0,Russian,Hard,160.0,11333,2629,256,History,2.8
Чувствую себя глубоко подавленным и несчастным. Из дневников 1911-1965,5200.0,9785751611804,2013.0,Russian,Hard,397.0,11334,199,256,Self-Help,4.3
Чтения о Богочеловечестве. Теоретическая философия,6700.0,9785829112912,2011.0,Russian,Hard,293.0,11335,2999,258,Non-Fiction,0.0
Черная обезьяна,6800.0,9785170864232,2015.0,Russian,Hard,288.0,11336,2649,259,Romance,4.4
"Человек уставший: Как победить хроническую усталость и вернуть себе силы, энергию и радость жизни",3100.0,9785961471526,2018.0,Russian,Soft,362.0,11337,3000,28,Fiction,4.7
Французский сонет,6400.0,9785751613778,2017.0,Russian,Hard,272.0,11338,158,256,Thriller,1.6
Хармсиниада. Комиксы из жизни писателей,6700.0,9785906331670,2018.0,Russian,Soft,112.0,11339,1223,269,Fantasy,4.8
Фотография и ее предназначения,5600.0,9785911033309,2017.0,Russian,Soft,256.0,11340,1366,115,Thriller,3.0
Фотографическое. Опыт теории расхождений,4500.0,9785911031916,2014.0,Russian,Soft,304.0,11341,2189,115,Non-Fiction,0.5
Фокус. Достижение приоритетных целей,4700.0,9785961468885,2018.0,Russian,Hard,145.0,11342,1315,28,Self-Help,4.0
Фото и кино,2700.0,9785911032500,2015.0,Russian,Soft,104.0,11343,3001,115,Mystery,5.0
Философия имени,4600.0,9785829110444,2009.0,Russian,Hard,300.0,11344,2995,258,Fiction,1.7
Управление персоналом,6200.0,9785961471168,2018.0,Russian,Hard,242.0,11345,3002,28,History,3.9
Убежище. Дневник в письмах,7400.0,9785751613952,2019.0,Russian,Hard,352.0,11346,1794,256,Non-Fiction,3.4
Убить Змееныша,5400.0,9785171069506,2018.0,Russian,Hard,128.0,11347,512,11,History,0.1
Трактат по истории религий,13100.0,9785829117474,2015.0,Russian,Hard,394.0,11348,3003,258,Science Fiction,3.3
Тинтин и тайна литературы,3600.0,9785911031442,2013.0,Russian,Soft,176.0,11349,3004,115,Thriller,4.7
Сто стихотворений,6400.0,9785751614294,2018.0,Russian,Hard,253.0,11350,2834,256,Fantasy,0.1
Дело собаки Баскервилей,5500.0,9785751614072,2017.0,Russian,Hard,192.0,11351,3005,256,Biography,1.4
Тарковские: Осколки зеркала,10600.0,9785171077006,2018.0,Russian,Hard,528.0,11352,3006,259,Biography,3.4
Тайна острова Пасхи,3300.0,9785367028027,2014.0,Russian,Hard,382.0,11353,3007,268,Non-Fiction,4.1
Структурная семантика Поиск метода,4200.0,9785829104405,2004.0,Russian,Hard,368.0,11354,3008,258,Fiction,2.5
Счастливые люди читают книжки и пьют кофе,3800.0,9785170842988,2021.0,Russian,Hard,224.0,11355,868,11,Thriller,2.4
Страх и трепет,7800.0,9785829117863,2018.0,Russian,Hard,154.0,11356,2725,258,Biography,3.5
Стихотворения,4200.0,9785751611842,2013.0,Russian,Hard,288.0,11357,3009,256,History,0.6
Стихотворения,6400.0,9785751614430,2018.0,Russian,Hard,256.0,11358,3010,256,Thriller,3.3
"Стили, школы, направления",41000.0,9785980511784,2017.0,Russian,Hard,304.0,11359,312,289,Thriller,0.3
Стихотворения,5600.0,9785751604998,2008.0,Russian,Hard,351.0,11360,3011,256,Biography,4.8
Совсем другое время,8800.0,9785170818600,2013.0,Russian,Hard,480.0,11361,300,259,Thriller,4.1
Слова без музыки,12900.0,9785890593078,2017.0,Russian,Soft,472.0,11362,3012,24,Biography,1.4
Сергей Эйзенштейн,5200.0,9785911032821,2016.0,Russian,Soft,224.0,11363,3013,115,Mystery,2.3
Свои,8200.0,9785171071776,2018.0,Russian,Hard,416.0,11364,3014,233,Romance,3.1
Семиотика исследования по семанализу,9500.0,9785829117337,2015.0,Russian,Hard,285.0,11365,3015,258,Fantasy,3.5
Сам себе финансист: Как тратить с умом и копить правильно,4600.0,9785961465792,2018.0,Russian,Hard,185.0,11366,3016,28,History,0.4
Сабанеев мост,9500.0,9785171087586,2018.0,Russian,Hard,416.0,11367,3017,11,Self-Help,2.3
Романтический манифест: Философия литературы,3100.0,9785961471205,2018.0,Russian,Soft,270.0,11368,167,28,History,0.1
Хиллсайдский душитель,6600.0,9785521008919,2018.0,Russian,Hard,367.0,11369,3018,80,Fantasy,2.4
Волчий блокнот. Волок,5900.0,9785890592934,2017.0,Russian,Hard,464.0,11370,3019,24,History,1.8
"Рефрейминг организации: Компания как фабрика, семья, джунгли и храм",8500.0,9785961462692,2017.0,Russian,Hard,625.0,11371,3020,28,Self-Help,1.2
"Реляционная эстетика. Постпродукция. Буррио, Николя",5300.0,9785911032906,2016.0,Russian,Soft,216.0,11372,3021,115,Non-Fiction,4.9
Реальные полномочия,5500.0,9785961465891,2018.0,Russian,Hard,183.0,11373,1273,28,History,1.9
Разговоры с Пикассо. Брассай,7500.0,9785911031978,2019.0,Russian,Soft,400.0,11374,3022,115,Thriller,3.8
Пять лекций о кураторстве,5300.0,9785911032371,2015.0,Russian,Soft,232.0,11375,182,115,Self-Help,1.3
Путь журналиста,3500.0,9785961451085,2015.0,Russian,Hard,290.0,11376,1721,28,Thriller,1.3
Пути кураторства,3600.0,9785911032913,2016.0,Russian,Soft,160.0,11377,3023,115,Romance,4.8
Против выборов,7300.0,9785911034092,2018.0,Russian,Soft,200.0,11378,3024,115,Biography,2.7
Происхождение жизни. От туманности до клетки,6700.0,9785916718218,2021.0,Russian,Hard,542.0,11379,3025,28,Fantasy,2.9
Посткапитализм: путеводитель по нашему будущему,8900.0,9785911032869,2016.0,Russian,Hard,64.0,11380,3026,115,Romance,2.4
Поэтика мифа,6900.0,9785902357919,2012.0,Russian,Hard,331.0,11381,2441,258,Mystery,3.9
Поль Валери. Стихотворения,7400.0,9785751613754,2017.0,Russian,Hard,352.0,11382,212,256,History,2.9
Политика,9200.0,9785829118044,2015.0,Russian,Hard,318.0,11383,1437,258,Fiction,3.9
Политики природы. Как привить наукам демократию,11000.0,9785911034214,2018.0,Russian,Soft,336.0,11384,3027,115,Science Fiction,1.2
Планета людей,3800.0,9785367037029,2015.0,Russian,Hard,384.0,11385,546,268,Fantasy,2.0
Пограничье,11800.0,9785890592248,2015.0,Russian,Soft,640.0,11386,3028,24,Fiction,4.9
Периодическая система,2900.0,9785751606633,2008.0,Russian,Hard,352.0,11387,2398,256,History,0.6
Партиципаторный музей,9500.0,9785911033682,2017.0,Russian,Hard,368.0,11388,3029,115,Biography,2.7
Пальто с хлястиком,6800.0,9785170962600,2017.0,Russian,Hard,320.0,11389,3030,259,Romance,2.4
О структуре социального действия,12100.0,9785829122546,2018.0,Russian,Hard,435.0,11390,3031,258,Self-Help,0.1
Очередь,5400.0,9785171085186,2023.0,Russian,Hard,256.0,11391,233,11,Fiction,0.1
Осмысляя современное кураторство,5300.0,9785911032364,2015.0,Russian,Soft,272.0,11392,3032,115,Science Fiction,2.7
От золота до биткойна,3100.0,9785961466140,2018.0,Russian,Soft,98.0,11393,3033,28,Self-Help,0.1
Одноэтажная Америка,6700.0,9785751613693,2016.0,Russian,Hard,512.0,11394,1473,256,Non-Fiction,4.8
Однаистория,13400.0,9785906331601,2018.0,Russian,Hard,128.0,11395,3034,269,Fiction,4.4
Объясняя религию: Природа религиозного мышления,6500.0,9785916718683,2018.0,Russian,Hard,496.0,11396,3035,28,Self-Help,2.3
О положении вещей. Малая философия дизайна,4900.0,9785911033149,2016.0,Russian,Soft,160.0,11397,3036,115,Mystery,1.5
О скорби и разуме. Том 2,12700.0,9785445309635,2017.0,Russian,Hard,576.0,11398,1114,208,Self-Help,4.0
Ночная трава,4000.0,9785751614973,2018.0,Russian,Hard,160.0,11399,2629,256,History,1.4
Ноль ноль ноль,13400.0,9785170854806,2017.0,Russian,Hard,496.0,11400,380,233,Mystery,3.5
"Наших бьют! Кровавый спорт, американская доктрина и водоворот тупости",4700.0,9785916713350,2014.0,Russian,Hard,298.0,11401,2912,28,Self-Help,4.4
Назад в Будущее: нерассказанные истории,8400.0,9785990938786,2017.0,Russian,Soft,128.0,11402,2668,290,Biography,4.4
Начало Истории: от зарождения жизни до изобретения письменности,5200.0,9785367031560,2014.0,Russian,Hard,48.0,11403,2996,268,Science Fiction,1.8
Мышление стратега: Искусство бизнеса по-японски,6400.0,9785950020803,2018.0,Russian,Hard,211.0,11404,3037,28,Fantasy,1.9
"Мысли, приколы и всякие выкрутасы",5400.0,9785751614218,2018.0,Russian,Soft,160.0,11405,3038,256,Biography,0.3
Моноклон,5800.0,9785171023140,2018.0,Russian,Hard,320.0,11406,233,233,Biography,2.3
МОЗГ. Инструкция по применению: Как использовать свои возможности по максимуму и без перегрузок,6900.0,9785961470208,2021.0,Russian,Hard,374.0,11407,3039,28,Non-Fiction,0.3
Мифотворчество классической древности,3300.0,9785890591241,2007.0,Russian,Hard,472.0,11408,3040,24,Romance,1.1
Модернизм и современное искусство,14700.0,9785911034047,2018.0,Russian,Soft,176.0,11409,312,115,Self-Help,1.7
Миф о красоте: Стереотипы против женщин,8200.0,9785916719260,2018.0,Russian,Hard,445.0,11410,651,28,Fiction,0.9
Машина песен. Внутри фабрики хитов,6400.0,9785911033170,2016.0,Russian,Soft,336.0,11411,3041,115,Thriller,2.6
Мемуары безумца,3400.0,9785751608088,2009.0,Russian,Hard,320.0,11412,200,256,Self-Help,4.8
Мастер игры в го,4500.0,9785367011715,2009.0,Russian,Hard,185.0,11413,1232,268,Romance,1.5
Марсель Дюшан. Критические биографии,5200.0,9785911032944,2016.0,Russian,Soft,208.0,11414,3042,115,Fiction,2.7
"Манифест киборгов: наука, технология и социалистический феминизм 1980-х",3100.0,9785911033743,2017.0,Russian,Soft,128.0,11415,3043,115,Fiction,0.1
Манарага,7400.0,9785171027575,2017.0,Russian,Hard,256.0,11416,233,11,Fiction,1.6
Маленький театр Ханны Арендт,5300.0,9785911032975,2016.0,Russian,Hard,64.0,11417,3044,115,History,1.9
Максимальный репост,5000.0,9785961471083,2018.0,Russian,Soft,198.0,11418,3045,28,Self-Help,4.9
Ложь: Почему говорить правду всегда лучше,2100.0,9785961470710,2018.0,Russian,Soft,120.0,11419,3046,28,Fiction,0.7
Лиссабон. Что следует увидеть туристу,6900.0,9785911033569,2017.0,Russian,Soft,192.0,11420,747,115,Biography,0.3
Лига испуганных мужчин,3300.0,9785367030860,2014.0,Russian,Hard,415.0,11421,3047,268,Thriller,4.3
Лекции о Лейбнице,7900.0,9785911031855,2015.0,Russian,Soft,376.0,11422,3048,115,Self-Help,2.6
Бродский. Том 1. Меньше единицы,13000.0,9785445309628,2017.0,Russian,Hard,512.0,11423,1114,208,Self-Help,5.0
Кухня. Ящерица,4400.0,9785367008999,2009.0,Russian,Hard,365.0,11424,3049,268,Fiction,2.8
"Культурный код: Как мы живем, что покупаем и почему",4400.0,9785961471038,2022.0,Russian,Hard,168.0,11425,3050,28,History,1.6
Краудсорсинг. Коллективный разум как инструмент развития бизнеса,6500.0,9785961447705,2014.0,Russian,Hard,288.0,11426,3051,28,Fantasy,1.0
Конфликт интерпретаций,9100.0,9785829110253,2008.0,Russian,Hard,695.0,11427,3052,258,Fantasy,3.2
Конструирование языков: От эсперанто до дотракийского,5100.0,9785916718119,2018.0,Russian,Hard,224.0,11428,3053,28,Fiction,2.3
Кондотьер,3700.0,9785890592033,2014.0,Russian,Hard,208.0,11429,2085,24,Fiction,0.2
Конец прекрасной эпохи,3500.0,9785445307785,2014.0,Russian,Soft,144.0,11430,1114,208,History,2.5
Когда я был настоящим,3100.0,9785911031084,2011.0,Russian,Hard,352.0,11431,3054,115,Non-Fiction,1.1
Когда соборы были белыми,9300.0,9785911034122,2018.0,Russian,Soft,360.0,11432,3055,115,Self-Help,4.6
Кинопроцесс ХХ — начала XXI века,15200.0,9785829119621,2017.0,Russian,Hard,640.0,11433,3056,258,Mystery,3.3
Книга о вкусных и здоровых отношениях,5100.0,9785961469042,2018.0,Russian,Hard,172.0,11434,3057,28,History,4.4
Киноискусство: теория и практика,17400.0,9785904954376,2016.0,Russian,Hard,555.0,11435,3058,258,Biography,3.5
Картезианские медитации,5500.0,9785829111816,2010.0,Russian,Hard,229.0,11436,3059,258,Non-Fiction,2.1
Кармический менеджмент: эффект бумеранга в бизнесе и в жизни,6100.0,9785171091835,2018.0,Russian,Hard,256.0,11437,488,11,Science Fiction,0.4
Кардио или силовая? Какие нагрузки подходят именно вам,6000.0,9785961465426,2018.0,Russian,Soft,350.0,11438,3060,28,Mystery,2.4
Калсарикянни: Финский способ снятия стресса,4100.0,9785961466881,2018.0,Russian,Hard,185.0,11439,3061,28,History,1.0
Капут,5200.0,9785911032197,2015.0,Russian,Soft,440.0,11440,2997,115,Fiction,0.3
Как писать убедительно: Искусство аргументации,4700.0,9785961470659,2018.0,Russian,Hard,258.0,11441,3062,28,Fantasy,3.0
Казус Кукоцкого,4800.0,9785171088590,2018.0,Russian,Soft,512.0,11442,734,259,Non-Fiction,0.4
Как писать о современном искусстве,11400.0,9785911033385,2017.0,Russian,Hard,368.0,11443,3063,115,Thriller,1.3
Казино Рояль,3600.0,9785367039153,2015.0,Russian,Hard,223.0,11444,3064,268,Fantasy,1.1
Каждой твари - по паре: секс ради выживания,5200.0,9785916718294,2018.0,Russian,Hard,292.0,11445,3065,28,Science Fiction,1.4
Италия: Под солнцем Тосканы,3500.0,9785367019667,2011.0,Russian,Hard,406.0,11446,3066,268,Fantasy,4.3
Июнь,7600.0,9785170923687,2019.0,Russian,Hard,510.0,11447,3067,11,Self-Help,1.4
Исчезание,8100.0,9785890592804,2017.0,Russian,Hard,400.0,11448,2085,24,Biography,3.4
История пчел,8200.0,9785864717912,2018.0,Russian,Hard,448.0,11449,3068,75,Fantasy,4.6
История одного немца,7400.0,9785890592569,2016.0,Russian,Soft,448.0,11450,431,24,Fantasy,2.9
История пива: От монастырей до спортбаров,5200.0,9785961455298,2017.0,Russian,Ultrathin,274.0,11451,3069,28,Fiction,2.2
Искусство лежать,5000.0,9785751612771,2016.0,Russian,Hard,144.0,11452,3070,256,History,1.9
Искусство воскрешения,7800.0,9785890593016,2017.0,Russian,Hard,264.0,11453,3071,24,Non-Fiction,0.3
"Иерусалим: один город, три религии",8000.0,9785001390152,2018.0,Russian,Ultrathin,566.0,11454,3072,28,Mystery,1.0
Икигай: Японские секреты долгой и счастливой жизни,5700.0,9785961470994,2022.0,Russian,Flexible,176.0,11455,160,28,Self-Help,3.2
Золотая ветвь. Новые плоды,12500.0,9785829119423,2019.0,Russian,Hard,407.0,11456,1255,258,Fantasy,1.7
Зачем смотреть на животных?,5300.0,9785911033750,2017.0,Russian,Hard,160.0,11457,1366,115,Fantasy,3.8
Законы простоты: Дизайн. Технологии. Бизнес. Жизнь,3300.0,9785961469202,2018.0,Russian,Hard,118.0,11458,3073,28,History,4.3
Задним числом: Новеллы,3100.0,9785890593214,2018.0,Russian,Soft,104.0,11459,3074,24,Mystery,4.0
Забей на любовь! Руководство по рациональному выбору партнера,5500.0,9785961465136,2018.0,Russian,Hard,272.0,11460,3075,28,Non-Fiction,1.7
Жизнь соло: Новая социальная реальность,4700.0,9785916718003,2018.0,Russian,Hard,279.0,11461,3076,28,Fantasy,0.2
Жизнь в балете. Семейные хроники Плисецких и Мессереров,10800.0,9785171041786,2018.0,Russian,Hard,384.0,11462,3077,259,Non-Fiction,0.8
Жесткий менеджмент: Заставьте людей работать на результат,8400.0,9785961469844,2018.0,Russian,Hard,332.0,11463,1312,28,Science Fiction,2.9
Договориться можно обо всем,6900.0,9785961468687,2018.0,Russian,Hard,409.0,11464,1296,28,Science Fiction,1.6
Добрый человек из Сезуана,4600.0,9785751612054,2014.0,Russian,Hard,352.0,11465,149,256,Romance,1.2
Добро Вам!,6500.0,9785751614560,2018.0,Russian,Hard,272.0,11466,3078,256,Fantasy,4.3
Добродетель эгоизма,3100.0,9785961470697,2021.0,Russian,Soft,267.0,11467,167,28,Fantasy,0.7
Дизайн интерьера,7800.0,9785961469110,2018.0,Russian,Soft,302.0,11468,3079,28,Biography,0.0
Десять главных правил для начинающего инвестора,4600.0,9785961467901,2018.0,Russian,Hard,170.0,11469,3080,28,Thriller,0.3
Дело было так,4500.0,9785751609511,2011.0,Russian,Hard,352.0,11470,2740,256,Biography,1.9
Дебри,7900.0,9785171030797,2017.0,Russian,Hard,448.0,11471,2612,259,Biography,4.2
Дворец райских наслаждений,7800.0,9785367004519,2007.0,Russian,Hard,794.0,11472,3081,268,Non-Fiction,3.6
Двадцать четыре с половиной,9200.0,9785521006243,2017.0,Russian,Soft,430.0,11473,3082,80,Fiction,4.2
Грех,2600.0,9785171093785,2018.0,Russian,Soft,320.0,11474,2649,259,Self-Help,4.6
Голиаф,5800.0,9785906331175,2019.0,Russian,Hard,96.0,11475,3083,269,Mystery,4.6
Готовим с Кафкой,9900.0,9785906331564,2018.0,Russian,Soft,160.0,11476,3083,269,Romance,1.7
Гештальтподход и свидетель терапии,8700.0,9785829119683,2019.0,Russian,Hard,207.0,11477,2333,258,Science Fiction,4.8
Кризис современного мира,9100.0,9785829122492,2019.0,Russian,Hard,265.0,11478,3084,258,Self-Help,2.4
Генетическая одиссея человека,2500.0,9785916718980,2018.0,Russian,Soft,364.0,11479,3085,28,Mystery,4.7
Вы просто завидуете моему реактивному ранцу,8500.0,9785906331397,2019.0,Russian,Hard,160.0,11480,3083,269,Romance,1.7
Воспоминания о моей жизни,10500.0,9785911033729,2016.0,Russian,Hard,368.0,11481,3086,115,Romance,3.4
Восьмой навык: От эффективности к величию + (Обложка с клапанами),7100.0,9785961469431,2020.0,Russian,Soft,416.0,11482,1315,28,Fiction,2.3
Вилы,8900.0,9785170979448,2016.0,Russian,Hard,576.0,11483,2612,259,Non-Fiction,5.0
Венеция Вивальди,8400.0,9785890592651,2016.0,Russian,Soft,328.0,11484,3087,24,Self-Help,1.4
Взвод. Офицеры и ополченцы русской литературы,11000.0,9785171008208,2017.0,Russian,Hard,736.0,11485,2649,259,Fiction,2.3
"Варуфакис, Беседы с дочерью об экономике",7300.0,9785911034221,2018.0,Russian,Soft,176.0,11486,3088,115,Romance,4.4
В потоке,10200.0,9785911034108,2018.0,Russian,Soft,208.0,11487,2141,115,Biography,0.6
В Питере жить,7700.0,9785171004392,2017.0,Russian,Hard,528.0,11488,3089,259,Biography,4.8
В поисках темного Логоса,16200.0,9785829116781,2014.0,Russian,Hard,638.0,11489,3090,258,History,1.5
В Париже. Из писем домой,3100.0,9785911033675,2017.0,Russian,Soft,136.0,11490,2156,115,Fiction,3.6
В начале было воспитание,10200.0,9785829119393,2019.0,Russian,Hard,296.0,11491,3091,258,Non-Fiction,1.5
Большой театр. Культура и политика. Новая история,12300.0,9785171053390,2018.0,Russian,Hard,560.0,11492,3092,259,History,3.7
В интернете кто-то неправ,8800.0,9785170921812,2016.0,Russian,Hard,376.0,11493,3093,233,Biography,2.7
Большая книга зверей,18300.0,9785911033781,2018.0,Russian,Hard,64.0,11494,3094,115,Biography,2.8
Бодлер,4300.0,9785911032272,2015.0,Russian,Soft,224.0,11495,1033,115,Romance,3.1
Библиотекарь,6900.0,9785170999101,2018.0,Russian,Hard,480.0,11496,3095,259,Self-Help,4.0
Блог на миллион долларов,5500.0,9785961466898,2018.0,Russian,Soft,314.0,11497,3096,28,Self-Help,4.2
Бесплатная реклама: Результат без бюджета,4500.0,9785961466515,2018.0,Russian,Hard,252.0,11498,2612,28,Science Fiction,4.2
Апология театра,5600.0,9785916718454,2018.0,Russian,Hard,320.0,11499,3097,28,Non-Fiction,3.8
Аркадия,9800.0,9785890592835,2017.0,Russian,Hard,292.0,11500,3098,24,Fantasy,3.3
Голубая точка. Космическое будущее человечества,3400.0,9785916718621,2018.0,Russian,Soft,516.0,11501,1793,28,Romance,2.5
Азиатский стиль управления: Как руководят бизнесом в Китае,5300.0,9785961470581,2018.0,Russian,Hard,318.0,11502,3099,28,History,2.5
"Vita Activa, или о деятельной жизни",10800.0,9785911033217,2017.0,English,Soft,416.0,11503,436,115,Thriller,2.9
Pasternak,2300.0,9785911031145,2012.0,Russian,Soft,304.0,11504,3095,115,Self-Help,4.8
Speak and Write like The Economist: Говори и пиши как The Economist,7400.0,9785961465228,2017.0,Russian,Hard,570.0,11505,3100,28,Romance,0.4
De Profunfis. Баллада Редингской тюрьмы,4500.0,9785170733552,2011.0,Russian,Hard,384.0,11506,121,11,Mystery,2.4
Adibas роман,3100.0,9785911030834,2011.0,Russian,Hard,176.0,11507,3101,115,Thriller,4.5
Что такое искусство?,7700.0,9785911033972,2018.0,Russian,Soft,168.0,11508,3102,115,Biography,1.3
Философия Энди Уорхола (от А к Б и наоборот),5600.0,9785911032678,2016.0,Russian,Soft,268.0,11509,2138,115,Fantasy,3.5
Удел куратора. Концепция музея от Великой французской революции до наших дней,5300.0,9785911032807,2016.0,Russian,Soft,224.0,11510,3103,115,Romance,1.9
Роб Хаскинс: Джон Кейдж,5200.0,9785911032777,2016.0,Russian,Soft,192.0,11511,3104,115,Fantasy,1.3
Краткая история фотографии,3500.0,9785911033699,2017.0,Russian,Soft,168.0,11512,1033,115,Fantasy,1.5
Мир искусства,3100.0,9785911033460,2017.0,Russian,Soft,64.0,11513,3102,115,Non-Fiction,1.9
Сьюзен Сонтаг. Полный текст интервью для журнала Rolling Stone,3900.0,9785911032562,2015.0,Russian,Soft,128.0,11514,3105,115,Thriller,4.0
Кантерян Людвиг Витгенштейн,5300.0,9785911032951,2016.0,Russian,Soft,248.0,11515,3106,115,Thriller,2.5
Nobrow Культура маркетинга Маркетинг культуры,5700.0,9785911033705,2017.0,Russian,Soft,240.0,11516,3041,115,Thriller,3.3
100 хаков для интернет-маркетологов,4500.0,9785961465150,2018.0,Russian,Soft,303.0,11517,3107,28,Thriller,4.1
Измы. Как понимать современное искусство,16100.0,9785911033668,2019.0,Russian,Soft,168.0,11518,3108,115,Fiction,3.9
Рассуждение о методе и другие произведения,12600.0,9785829121730,2019.0,Russian,Hard,322.0,11519,550,258,Fantasy,4.9
Кот Крамер учится плавать,4600.0,9785751614942,2018.0,Russian,Soft,24.0,11520,2740,256,Thriller,1.9
Играем в науку. Открываем для себя мир,2100.0,9785961464573,2017.0,Russian,Hard,48.0,11521,3109,28,Romance,1.9
Игра в раннем детстве: От рождения до 6 лет,4100.0,9785916715088,2017.0,Russian,Soft,146.0,11522,3110,28,Mystery,3.4
Дикие Животные сказки. Морский помойные рассказы. Пуськи Бятые,7500.0,9785367008579,2008.0,Russian,Hard,402.0,11523,1124,268,Non-Fiction,2.5
Առասպելներ և լեգենդներ,8000.0,9789939904443,2011.0,Armenian,Hard,360.0,11524,1839,4,Mystery,0.8
